"2016-05-17" "2016-05-31" "2016-08-31" "2016-09-01" "2017-05-31" "2017-06-14" "2017-06-27" "2017-07-12" "2017-07-30" "2017-08-06" "2017-08-26" "2017-09-02" "2017-09-08" "2017-09-15" "2018-05-21" "2018-05-28" "2018-06-02" "2018-06-04" "2018-06-09" "2018-06-21" "2018-06-26" "2018-06-27" "2018-06-30" "2018-07-07" "2018-07-20" "2018-07-23" "2018-07-24" "2018-08-10" "2018-08-18" "2018-09-08" "2018-09-09" "2018-09-13"
"63" 45.7297462290739 0 0 0 0 86.2785127573074 8.71588974657278 0 0 0 75.1937362391451 0 0 0 201.306381377843 0 0 0 61.3246947461603 0 0 0 0 0 0 0 0 86.2531124517596 0 91.7039295078371 0 0
"64" 36.5510287053196 0 0 0 0 72.0771606215629 0.201973512506262 0 0 0 61.0596890898259 0 0 0 256.263027091905 0 0 0 48.4610292156193 0 0 0 0 0 0 0 0 69.9064138737078 0 75.4245359162105 0 0
"65" 26.9078857168305 0 0 0 0 56.4060023560496 0.201973512506262 0 0 0 47.364240154997 0 0 0 300.479943584327 0 0 0 38.716998942159 0 0 0 0 0 0 0 0 51.1245643215851 0 57.609522845061 0 0
"66" 18.0782018866252 0 0 0 0 43.1530673880463 0 0 0 0 36.2220200835475 0 0 0 358.025079091699 0 0 0 29.7864044396085 0 0 0 0 0 0 0 0 37.8716293535817 0 46.4673027736115 0 0
"67" 9.24459314574588 0 0 0 0 28.2200621356075 0 0 0 0 23.0641495399901 0 0 0 414.550020701425 0 0 0 20.851840170262 0 0 0 0 0 0 0 0 22.9386241011429 0 31.6352530496399 0 0
"68" 9.24459314574588 0 0 0 0 16.3694069714481 0 0 0 0 15.1665163255503 0 0 0 412.575324896913 0 0 0 12.9542069558223 0 0 0 0 0 0 0 0 19.8603133913613 0 19.7173124054853 0 0
"69" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 420.720608485561 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"70" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 425.161250111593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"71" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 444.889343394132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"72" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 486.660668182487 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"73" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 536.658111757972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"74" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 615.357412876241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"75" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 647.846553922095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"76" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 748.321248310017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"77" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 774.970043670732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"78" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 844.660081228524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"79" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 874.107182304574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"80" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 900.179911096197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"81" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 957.075173480553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"82" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 976.124135694441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"83" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1012.5979017207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"84" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1012.5979017207 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"85" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1078.46260859337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"86" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1212.34979196499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"87" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1420.40361345224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"88" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1551.19581488993 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"89" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1575.3099345366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"90" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1574.88399913565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"91" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1571.03303873321 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"92" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1589.84559187973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"93" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1588.40037629579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"94" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1576.85781520445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"95" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1563.51808461019 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"96" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1553.68306583138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"97" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1530.85673372306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"98" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1467.31050832697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"99" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1398.42321206949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1318.67088910061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1226.22519156379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"102" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1135.86917606862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"103" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1057.28628761269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1039.77332105275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"105" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 998.665714472031 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"106" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 968.036247501437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 956.326607906231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"108" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 959.604995888709 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"109" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 968.33181018637 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"110" 0 0 0 0 0 0 0 0 0 0 25.2488494391628 0 0 0 972.473380789354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44.5027548891781 0 0
"111" 0 0 0 0 0 0.30270862604741 0 0 0 0 44.6053843603055 0 0 0 984.859306175687 0 0 0 0.30270862604741 0 0 0 0 0 0 0 0 12.0578936042218 0 66.00347591149 0 0
"112" 0 0 0 0 0 0.30270862604741 0 0 0 0 57.8654918002169 0 0 0 997.03739158167 0 0 0 0.30270862604741 0 0 0 0 0 0 0 0 13.5303040115724 0 81.5100609443305 0 0
"113" 9.64535404296544 0 0 0 0 14.7707396904956 0 0 0 0 99.1906997853481 0 0 0 1000.40602302244 0 0 0 14.7707396904956 0 0 0 0 0 0 0 0 51.8760570829079 0 122.835268929462 0 0
"114" 27.5843053280466 0 0 0 0 38.4706762687228 0 0 0 0 152.738427320328 0 0 0 972.113231566353 0 0 0 38.4706762687228 0 0 0 0 0 0 0 0 103.817436893813 0 175.31442654351 0 0
"115" 39.2019304728338 0 0 0 0 54.6478617527386 0 0 0 0 190.846699561768 0 0 0 956.149848412448 0 0 0 54.6478617527386 0 0 0 0 0 0 0 0 138.342225883101 0 210.074109870387 0 0
"116" 66.4961582547753 0 0 0 0 85.995021694537 0 0 0 0 245.961616573192 0 0 0 930.545704970403 0 0 0 85.6923130684896 0 0 0 0 0 0 0 0 205.551949438572 0 257.854342695944 0 0
"117" 91.5355489534911 0 0 0 0 119.010669914215 1.87551027978079 0 0 0 302.853315342218 0 0 0 930.545704970403 0 0 0 116.562448980314 0 0 0 0 0 0 0 0 274.79730745283 0 309.389159638721 0 0
"118" 118.528500365634 0 0 0 0 149.966943363015 1.87551027978079 0 0 0 346.570085840472 0 0 0 891.313020450049 0 0 0 147.451408335817 0 0 0 0 0 0 0 0 324.500094448711 0 350.961744035806 0 0
"119" 143.644100475711 0 0 0 0 182.890676438637 3.61706046253355 0 0 0 400.865473638017 0 0 0 891.313020450049 0 0 0 178.229587633191 0 0 0 0 0 0 0 0 389.884822558838 0 403.246244459209 0 0
"120" 158.373382513874 0 0 0 0 202.17537642787 11.9217761958348 0 0 0 428.912935907249 0 0 0 842.793927570198 0 0 0 195.134017777372 0 0 0 0 0 0 0 0 423.056505856665 0 433.438472843241 0 0
"121" 163.273853905542 0 0 0 0 215.481193203241 30.8809400904396 0 0 0 447.896148452907 0 0 0 0 0 0 0 206.261046164796 0 0 0 0 0 0 0 0 445.589309823756 0 454.364929086258 0 0
"122" 176.130376357894 0 0 0 0 234.829368355073 40.3958147577325 0 0 0 471.998330914527 0 0 0 0 0 0 0 223.464579516878 0 0 0 0 0 0 0 0 475.55516130693 0 478.466572745222 0 0
"123" 170.905359605642 0 0 0 0 240.681949413394 63.5771056369266 0 0 0 476.109348788606 0 0 0 0 0 0 0 227.340617604812 0 0 0 0 0 0 0 0 475.949217574874 0 484.385852955957 0 0
"124" 166.520216847661 0 0 0 0 245.232476092439 94.2254728670965 0 0 0 479.389362958443 0 0 0 0 0 0 0 233.094769063468 0 0 0 0 0 0 0 0 476.218523028904 0 490.508349130666 0 0
"125" 161.746577968256 0 0 0 0 250.893547771838 121.089200755191 0 0 0 482.671233876406 0 0 0 30.7326429878199 0 0 0 237.284118426819 0 0 0 0 0 0 0 0 475.186705335275 0 498.48301959188 0 0
"126" 158.584562405327 0 0 0 0 255.568482483861 154.036666717195 0 0 0 483.794289530699 0 0 0 53.4914344124621 0 0 0 244.57564168132 0 0 0 0 0 0 0 0 469.37062546096 0 503.256521832282 0 0
